siteID,ensemble,time,air_temperature,air_pressure,relative_humidity,specific_humidity,surface_downwelling_shortwave_flux_in_air,surface_downwelling_longwave_flux_in_air,precipitation_flux,cloud_area_fraction,wind_speed
HARV,0,2021-04-19T06:00:00Z,277.0625,97750.4296875,0.9222397804260254,0.004756706766784191,NaN,NaN,NaN,NaN,1.2008363008499146
HARV,0,2021-04-19T12:00:00Z,279.8999938964844,97911.8125,0.7300541400909424,0.00457815732806921,32,262,0,0.6700000166893005,1.4671833515167236
HARV,0,2021-04-19T18:00:00Z,287.1631774902344,97717.9921875,0.5814810395240784,0.0059387763030827045,728,277,4.6296296204673126e-5,0.18000000715255737,3.6666321754455566
HARV,0,2021-04-20T00:00:00Z,282.5000915527344,97753.0234375,0.8347736597061157,0.006263786926865578,313,317,1.250000059371814e-4,1,2.3611629009246826
HARV,0,2021-04-20T06:00:00Z,277.8268737792969,97818.8359375,0.9091683030128479,0.004944406449794769,0,268,0,0.1599999964237213,1.7050724029541016
HARV,0,2021-04-20T12:00:00Z,281.7538146972656,97843.4140625,0.8230000138282776,0.005865234881639481,47,254,0,0.019999999552965164,3.0912113189697266
HARV,0,2021-04-20T18:00:00Z,286.9154968261719,97898.2578125,0.602925717830658,0.006048778537660837,521,311,9.259259059035685e-6,0.7699999809265137,5.543787956237793
HARV,0,2021-04-21T00:00:00Z,281.19427490234375,98122.3984375,0.694567859172821,0.004748784005641937,266,310,4.6296295295178425e-6,0.5400000214576721,2.108011245727539
HARV,0,2021-04-21T06:00:00Z,278.265380859375,98208.6875,0.6996651291847229,0.0039051652420312166,0,269,4.6296295295178425e-6,0.47999998927116394,0.9707953333854675
HARV,0,2021-04-21T12:00:00Z,279.2654113769531,97810.328125,0.7430000305175781,0.004464388824999332,11,327,9.259259059035685e-6,1,2.2920403480529785
HARV,0,2021-04-21T18:00:00Z,283.86517333984375,97125.9296875,0.88928985595703125,0.007363418582826853,210,343,2.1296295744832605e-4,0.9700000286102295,5.788443088531494
