time,siteID,statistic,gcc_90,forecast,obs_flag,data_assimilation
2021-05-11,HARV,mean,0.33617,1,2,0
2021-05-11,BART,mean,0.37234,1,2,0
2021-05-11,SCBI,mean,0.43363,1,2,0
2021-05-11,STEI,mean,0.36407,1,2,0
2021-05-11,UKFS,mean,0.41553,1,2,0
2021-05-11,GRSM,mean,0.45058,1,2,0
2021-05-11,DELA,mean,0.41542,1,2,0
2021-05-11,CLBJ,mean,0.38258,1,2,0
2021-05-12,HARV,mean,0.3353957142857143,1,2,0
2021-05-13,HARV,mean,0.3401582608206652,1,2,0
2021-05-14,HARV,mean,0.34488667900287273,1,2,0
2021-05-15,HARV,mean,0.3495812133957134,1,2,0
2021-05-16,HARV,mean,0.3542421068100253,1,2,0
2021-05-17,HARV,mean,0.358869600316667,1,2,0
2021-05-18,HARV,mean,0.36346393325898596,1,2,0
2021-05-19,HARV,mean,0.3680253432651982,1,2,0
2021-05-20,HARV,mean,0.37255406626067855,1,2,0
2021-05-21,HARV,mean,0.3770503364801635,1,2,0
2021-05-22,HARV,mean,0.38151438647986613,1,2,0
2021-05-23,HARV,mean,0.3859464471495043,1,2,0
2021-05-24,HARV,mean,0.39034674772424305,1,2,0
2021-05-25,HARV,mean,0.39471551579655073,1,2,0
2021-05-26,HARV,mean,0.39905297732797085,1,2,0
2021-05-27,HARV,mean,0.4033593566608091,1,2,0
2021-05-28,HARV,mean,0.4076348765297368,1,2,0
2021-05-29,HARV,mean,0.41187975807331123,1,2,0
2021-05-30,HARV,mean,0.4160942208454134,1,2,0
2021-05-31,HARV,mean,0.4202784828266038,1,2,0
2021-06-01,HARV,mean,0.42443276043539663,1,2,0
2021-06-02,HARV,mean,0.4285572685394537,1,2,0
2021-06-03,HARV,mean,0.4326522204666976,1,2,0
2021-06-04,HARV,mean,0.43671782801634557,1,2,0
2021-06-05,HARV,mean,0.4407543014698641,1,2,0
2021-06-06,HARV,mean,0.44476184960184517,1,2,0
2021-06-07,HARV,mean,0.4487406796908044,1,2,0
2021-06-08,HARV,mean,0.4480972776314984,1,2,0
2021-06-09,HARV,mean,0.44746272992505876,1,2,0
2021-06-10,HARV,mean,0.4468368082259763,1,2,0
2021-06-11,HARV,mean,0.4462192927577609,1,2,0
2021-06-12,HARV,mean,0.4456099718931917,1,2,0
2021-06-13,HARV,mean,0.445008641759825,1,2,0
2021-06-14,HARV,mean,0.44441510586896416,1,2,0
2021-05-12,BART,mean,0.3599542857142857,1,2,0
2021-05-13,BART,mean,0.36614336486010507,1,2,0
2021-05-14,BART,mean,0.3722725971858954,1,2,0
2021-05-15,BART,mean,0.3783425613951735,1,2,0
2021-05-16,BART,mean,0.3843538305955405,1,2,0
2021-05-17,BART,mean,0.3903069723527929,1,2,0
2021-05-18,BART,mean,0.39620254874451033,1,2,0
2021-05-19,BART,mean,0.40204111641312545,1,2,0
2021-05-20,BART,mean,0.40782322661848014,1,2,0
2021-05-21,BART,mean,0.413549425289874,1,2,0
2021-05-22,BART,mean,0.41922025307760913,1,2,0
2021-05-23,BART,mean,0.424836245404037,1,2,0
2021-05-24,BART,mean,0.4303979325141111,1,2,0
2021-05-25,BART,mean,0.4359058395254513,1,2,0
2021-05-26,BART,mean,0.4413604864779236,1,2,0
2021-05-27,BART,mean,0.4467623883827409,1,2,0
2021-05-28,BART,mean,0.45211205527108883,1,2,0
2021-05-29,BART,mean,0.45740999224228124,1,2,0
2021-05-30,BART,mean,0.456950509134851,1,2,0
2021-05-31,BART,mean,0.45649865980463017,1,2,0
2021-06-01,BART,mean,0.45605420193374047,1,2,0
2021-06-02,BART,mean,0.45561690445110437,1,2,0
2021-06-03,BART,mean,0.455186546850371,1,2,0
2021-06-04,BART,mean,0.4547629185586296,1,2,0
2021-06-05,BART,mean,0.4543458183514468,1,2,0
2021-06-06,BART,mean,0.4539350538102163,1,2,0
2021-06-07,BART,mean,0.4535304408182071,1,2,0
2021-06-08,BART,mean,0.45313180309205076,1,2,0
2021-06-09,BART,mean,0.45273897174572536,1,2,0
2021-06-10,BART,mean,0.45235178488437267,1,2,0
2021-06-11,BART,mean,0.4519700872255367,1,2,0
2021-06-12,BART,mean,0.4515937297456367,1,2,0
2021-06-13,BART,mean,0.45122256934968624,1,2,0
2021-06-14,BART,mean,0.45085646856245287,1,2,0
2021-05-12,SCBI,mean,0.4352142857142857,1,2,0
2021-05-13,SCBI,mean,0.4349209223537881,1,2,0
2021-05-14,SCBI,mean,0.4346313760682665,1,2,0
2021-05-15,SCBI,mean,0.4343455512481242,1,2,0
2021-05-16,SCBI,mean,0.4340633558016508,1,2,0
2021-05-17,SCBI,mean,0.4337847009852454,1,2,0
2021-05-18,SCBI,mean,0.43350950124373466,1,2,0
2021-05-19,SCBI,mean,0.4332376740600744,1,2,0
2021-05-20,SCBI,mean,0.4329691398137823,1,2,0
2021-05-21,SCBI,mean,0.43270382164750126,1,2,0
2021-05-22,SCBI,mean,0.43244164534113955,1,2,0
2021-05-23,SCBI,mean,0.432182539193079,1,2,0
2021-05-24,SCBI,mean,0.4319264339079804,1,2,0
2021-05-25,SCBI,mean,0.4316732624907524,1,2,0
2021-05-26,SCBI,mean,0.431422960146282,1,2,0
2021-05-27,SCBI,mean,0.4311754641845567,1,2,0
2021-05-28,SCBI,mean,0.43093071393083365,1,2,0
2021-05-29,SCBI,mean,0.4306886506405381,1,2,0
2021-05-30,SCBI,mean,0.43044921741859554,1,2,0
2021-05-31,SCBI,mean,0.43021235914292466,1,2,0
2021-06-01,SCBI,mean,0.4299780223918351,1,2,0
2021-06-02,SCBI,mean,0.4297461553750951,1,2,0
2021-06-03,SCBI,mean,0.42951670786844814,1,2,0
2021-06-04,SCBI,mean,0.42928963115137425,1,2,0
2021-06-05,SCBI,mean,0.4290648779479052,1,2,0
2021-06-06,SCBI,mean,0.4288424023703158,1,2,0
2021-06-07,SCBI,mean,0.42862215986552543,1,2,0
2021-06-08,SCBI,mean,0.42840410716405525,1,2,0
2021-06-09,SCBI,mean,0.4281882022313961,1,2,0
2021-06-10,SCBI,mean,0.4279744042216522,1,2,0
2021-06-11,SCBI,mean,0.4277626734333345,1,2,0
2021-06-12,SCBI,mean,0.4275529712671845,1,2,0
2021-06-13,SCBI,mean,0.42734526018591906,1,2,0
2021-06-14,SCBI,mean,0.42713950367579123,1,2,0
2021-05-12,STEI,mean,0.36336999999999997,1,2,0
2021-05-13,STEI,mean,0.36927353535239493,1,2,0
2021-05-14,STEI,mean,0.37512232661535494,1,2,0
2021-05-15,STEI,mean,0.38091688143644187,1,2,0
2021-05-16,STEI,mean,0.3866577027557496,1,2,0
2021-05-17,STEI,mean,0.392345288849557,1,2,0
2021-05-18,STEI,mean,0.3979801333735757,1,2,0
