time,siteID,statistic,gcc_90,forecast,obs_flag,data_assimilation
2021-05-12,HARV,mean,0.33823,1,2,0
2021-05-12,BART,mean,0.37363,1,2,0
2021-05-12,SCBI,mean,0.42955,1,2,0
2021-05-12,STEI,mean,0.37596,1,2,0
2021-05-12,UKFS,mean,0.41841,1,2,0
2021-05-12,GRSM,mean,0.4441,1,2,0
2021-05-12,DELA,mean,0.41908,1,2,0
2021-05-12,CLBJ,mean,0.37393,1,2,0
2021-05-13,HARV,mean,0.33559714285714287,1,2,0
2021-05-14,HARV,mean,0.3403582459573078,1,2,0
2021-05-15,HARV,mean,0.3450852310483662,1,2,0
2021-05-16,HARV,mean,0.3497783426195721,1,2,0
2021-05-17,HARV,mean,0.3544378234081724,1,2,0
2021-05-18,HARV,mean,0.35906391441196184,1,2,0
2021-05-19,HARV,mean,0.3636568549017476,1,2,0
2021-05-20,HARV,mean,0.36821688243372513,1,2,0
2021-05-21,HARV,mean,0.37274423286176506,1,2,0
2021-05-22,HARV,mean,0.37723914034961176,1,2,0
2021-05-23,HARV,mean,0.38170183738299507,1,2,0
2021-05-24,HARV,mean,0.3861325547816548,1,2,0
2021-05-25,HARV,mean,0.3905315217112792,1,2,0
2021-05-26,HARV,mean,0.3948989656953578,1,2,0
2021-05-27,HARV,mean,0.3992351126269496,1,2,0
2021-05-28,HARV,mean,0.4035401867803665,1,2,0
2021-05-29,HARV,mean,0.4078144108227733,1,2,0
2021-05-30,HARV,mean,0.41205800582570457,1,2,0
2021-05-31,HARV,mean,0.41627119127649875,1,2,0
2021-06-01,HARV,mean,0.42045418508965066,1,2,0
2021-06-02,HARV,mean,0.4246072036180824,1,2,0
2021-06-03,HARV,mean,0.4287304616643335,1,2,0
2021-06-04,HARV,mean,0.43282417249167104,1,2,0
2021-06-05,HARV,mean,0.43688854783512004,1,2,0
2021-06-06,HARV,mean,0.4409237979124148,1,2,0
2021-06-07,HARV,mean,0.4449301314348718,1,2,0
2021-06-08,HARV,mean,0.44890775561818463,1,2,0
2021-06-09,HARV,mean,0.44827206019902,1,2,0
2021-06-10,HARV,mean,0.44764500638915755,1,2,0
2021-06-11,HARV,mean,0.4470263740145952,1,2,0
2021-06-12,HARV,mean,0.4464159510653399,1,2,0
2021-06-13,HARV,mean,0.44581353330020185,1,2,0
2021-06-14,HARV,mean,0.44521892387509326,1,2,0
2021-06-15,HARV,mean,0.444631932993179,1,2,0
2021-05-13,BART,mean,0.36272571428571426,1,2,0
2021-05-14,BART,mean,0.36888799442266174,1,2,0
2021-05-15,BART,mean,0.3749906868791748,1,2,0
2021-05-16,BART,mean,0.38103436785295636,1,2,0
2021-05-17,BART,mean,0.38701960797002416,1,2,0
2021-05-18,BART,mean,0.39294697233858766,1,2,0
2021-05-19,BART,mean,0.3988170206024037,1,2,0
2021-05-20,BART,mean,0.4046303069936165,1,2,0
2021-05-21,BART,mean,0.4103873803850865,1,2,0
2021-05-22,BART,mean,0.41608878434221325,1,2,0
2021-05-23,BART,mean,0.4217350571742573,1,2,0
2021-05-24,BART,mean,0.4273267319851656,1,2,0
2021-05-25,BART,mean,0.4328643367239056,1,2,0
2021-05-26,BART,mean,0.4383483942343128,1,2,0
2021-05-27,BART,mean,0.4437794223044557,1,2,0
2021-05-28,BART,mean,0.44915793371552404,1,2,0
2021-05-29,BART,mean,0.45448443629024393,1,2,0
2021-05-30,BART,mean,0.45975943294082505,1,2,0
2021-05-31,BART,mean,0.45930480604429236,1,2,0
2021-06-01,BART,mean,0.4588576160431843,1,2,0
2021-06-02,BART,mean,0.4584176304460047,1,2,0
2021-06-03,BART,mean,0.4579846273909265,1,2,0
2021-06-04,BART,mean,0.4575583950106246,1,2,0
2021-06-05,BART,mean,0.4571387308437175,1,2,0
2021-06-06,BART,mean,0.45672544128878106,1,2,0
2021-06-07,BART,mean,0.4563183410972989,1,2,0
2021-06-08,BART,mean,0.4559172529022699,1,2,0
2021-06-09,BART,mean,0.45552200677951166,1,2,0
2021-06-10,BART,mean,0.45513243983898083,1,2,0
2021-06-11,BART,mean,0.4547483958436836,1,2,0
2021-06-12,BART,mean,0.4543697248539752,1,2,0
2021-06-13,BART,mean,0.45399628289524896,1,2,0
2021-06-14,BART,mean,0.45362793164719745,1,2,0
2021-06-15,BART,mean,0.453264538152989,1,2,0
2021-05-13,SCBI,mean,0.43332571428571426,1,2,0
2021-05-14,SCBI,mean,0.43303723000146005,1,2,0
2021-05-15,SCBI,mean,0.43275245353295066,1,2,0
2021-05-16,SCBI,mean,0.4324712931262508,1,2,0
2021-05-17,SCBI,mean,0.43219366036325446,1,2,0
2021-05-18,SCBI,mean,0.43191947000258846,1,2,0
2021-05-19,SCBI,mean,0.4316486398298656,1,2,0
2021-05-20,SCBI,mean,0.4313810905166366,1,2,0
2021-05-21,SCBI,mean,0.43111674548744255,1,2,0
2021-05-22,SCBI,mean,0.43085553079441713,1,2,0
2021-05-23,SCBI,mean,0.4305973749989302,1,2,0
2021-05-24,SCBI,mean,0.4303422090598048,1,2,0
2021-05-25,SCBI,mean,0.4300899662276749,1,2,0
2021-05-26,SCBI,mean,0.4298405819450839,1,2,0
2021-05-27,SCBI,mean,0.4295939937519544,1,2,0
2021-05-28,SCBI,mean,0.42935014119608705,1,2,0
2021-05-29,SCBI,mean,0.42910896574837115,1,2,0
2021-05-30,SCBI,mean,0.4288704107224127,1,2,0
2021-05-31,SCBI,mean,0.42863442119830775,1,2,0
2021-06-01,SCBI,mean,0.42840094395030665,1,2,0
2021-06-02,SCBI,mean,0.4281699273781344,1,2,0
2021-06-03,SCBI,mean,0.42794132144174774,1,2,0
2021-06-04,SCBI,mean,0.4277150775993242,1,2,0
2021-06-05,SCBI,mean,0.427491148748295,1,2,0
2021-06-06,SCBI,mean,0.4272694891692425,1,2,0
2021-06-07,SCBI,mean,0.42705005447249844,1,2,0
2021-06-08,SCBI,mean,0.4268328015472882,1,2,0
2021-06-09,SCBI,mean,0.4266176885132773,1,2,0
2021-06-10,SCBI,mean,0.4264046746743851,1,2,0
2021-06-11,SCBI,mean,0.42619372047473997,1,2,0
2021-06-12,SCBI,mean,0.42598478745665835,1,2,0
2021-06-13,SCBI,mean,0.42577783822053683,1,2,0
2021-06-14,SCBI,mean,0.4255728363865539,1,2,0
2021-06-15,SCBI,mean,0.4253697465580853,1,2,0
2021-05-13,STEI,mean,0.36553,1,2,0
2021-05-14,STEI,mean,0.3714135054506292,1,2,0
2021-05-15,STEI,mean,0.3772424525511589,1,2,0
