dayofyear,HARV2017,HARV2018,HARV2019,HARV2020,HARV2021,BART2017,BART2018,BART2019,BART2020,BART2021,SCBI2017,SCBI2018,SCBI2019,SCBI2020,SCBI2021,STEI2018,STEI2019,STEI2020,STEI2021,UKFS2019,UKFS2020,UKFS2021,GRSM2018,GRSM2019,GRSM2020,GRSM2021,DELA2017,DELA2018,DELA2019,DELA2020,DELA2021,CLBJ2018,CLBJ2019,CLBJ2020,CLBJ2021
55,7.079683176716145e-4,-0.001966858417892181,0.002525678512958429,-0.0015688826585837923,-7.647718865216313e-4,-0.0012993082038385562,-1.967641864962788e-4,0.007644848155370532,-6.547847804259099e-4,-5.514742427319974e-4,-1.2918663494920768e-4,0.012488500322011487,0.0025033244233101937,0.0022706025556932796,0.0036995101363597183,0.002901208037944414,0.00283725770176535,-0.001574087608515684,0.0020233903489812466,-5.230494356604498e-4,0.002544208504898837,-8.214391301499813e-4,9.262837528343781e-4,-0.002700821129449693,0.0011548344793178011,-0.005270139984444755,-0.004221944907214614,0.0037265323875276812,-0.005186072526608132,-0.0037719743073517664,-0.0034759356722268153,7.397665809766307e-4,4.6326426031606527e-4,6.594144026481064e-4,-7.773712342646899e-4
56,3.4796831767164305e-4,1.031415821078352e-4,0.0023856785129584,-0.0016078826585838035,1.552281134784006e-4,0.0021606917961614625,0.005573235813503774,-2.8515184462946097e-4,4.7521521957410995e-4,NaN,6.308133650507752e-4,0.0039185003220114645,5.433244233101764e-4,0.0017306025556932947,0.0018195101363597255,NaN,NaN,-0.0017340876085156776,NaN,-1.1304943566042835e-4,-6.757914951011634e-4,-2.7143913014998633e-4,0.0017862837528344055,-0.0033508211294497325,5.148344793178272e-4,-0.003800139984444728,-0.0069519449072146244,0.004856532387527701,-0.003786072526608175,-0.003391349307351743,-0.0012659356722268256,4.185165809766356e-4,6.832642603160632e-4,-8.40585597351895e-4,-8.573712342646589e-4
57,-0.0017020316823284087,-8.668584178921912e-4,0.0014556785129584138,-0.0016468826585837593,-7.147718865216368e-4,-0.0032393082038385534,0.002803235813503724,-0.0031851518446294746,3.8521521957407545e-4,NaN,-0.0026991866349492244,0.003128500322011507,-0.001416675576689841,0.004810602555693322,0.0030295101363597143,NaN,NaN,-0.003454087608515677,NaN,-6.130494356604288e-4,-5.657914951011644e-4,-1.1439130149948351e-5,9.862837528343826e-4,-0.0015108211294497242,-4.351655206821792e-4,-0.001110139984444758,-0.006331944907214615,0.0044665323875277,-0.0011160725266081695,-0.0030107243073517753,-8.59356722268112e-5,9.726658097664043e-5,-5.767357396839756e-4,-0.001170585597351892,2.2628765735333012e-5
58,-0.002152031682328359,-0.0018068584178921876,0.0022556785129584367,-0.0016858826585837705,-4.7477188652161884e-4,-0.0015193082038385541,-0.0015867641864962256,-0.0022251518446294583,0.005185215219574102,NaN,-0.0011791866349492586,0.0030385003220114726,-0.0031766755766898247,-3.993974443067261e-4,0.004439510136359737,NaN,NaN,-0.003564087608515676,NaN,-0.0019130494356604522,-1.357914951011785e-4,2.485608698500341e-4,-0.0019337162471655955,-8.408211294497203e-4,-0.0028151655206821724,-0.001330139984444756,-0.0010319449072146436,8.96532387527682e-4,-0.0022260725266081693,-0.002630099307351752,5.406432777316228e-5,-2.2398341902335472e-4,0.0016432642603160241,-3.2058559735187453e-4,0.001042628765735354
59,-0.0017320316823283832,-0.0019268584178921966,0.0019656785129584242,-0.0017248826585837818,-2.5477188652162086e-4,-0.0014793082038385696,0.001183235813503769,-0.002785151844629463,-0.0015247847804258918,NaN,5.708133650507707e-4,0.0041585003220114825,-0.0010166755766898294,0.0014506025556932922,0.006179510136359756,NaN,NaN,-0.0026040876085156595,NaN,-5.430494356604698e-4,9.142085048988724e-4,-7.114391301499823e-4,0.003706283752834383,-4.2082112944968886e-4,-0.0012851655206821966,-0.001280139984444706,0.0012580550927853706,0.005176532387527688,0.0010139274733918513,-0.0022494743073517842,3.1406432777314475e-4,-5.452334190233499e-4,-0.00171673573968395,-1.0585597351897569e-5,0.004862628765735344
60,3.4796831767164305e-4,-0.0018968584178921666,0.002495678512958399,-0.001763882658583793,5.228113478361607e-6,0.001740691796161431,-7.167641864962437e-4,-0.0022651518446294427,-8.547847804258879e-4,NaN,-5.791866349492136e-4,0.0041585003220114825,0.00342332442331017,6.706025556932893e-4,0.00409951013635973,NaN,NaN,-0.0015440876085157096,NaN,-4.3304943566047083e-4,0.0013942085048988528,-1.2143913014994734e-4,0.003516283752834415,0.0019391788705502844,-0.003535165520682171,3.298600155552389e-4,3.5805509278535874e-4,0.007296532387527699,0.0031739274733918466,-0.001868849307351761,0.0017640643277731516,-8.66483419023345e-4,-0.0017567357396839345,-3.60585597351859e-4,-0.0011473712342646714
61,-0.002482031682328356,0.0010531415821078416,0.002825678512958396,-0.0018028826585838043,-2.0477188652162637e-4,-0.0018093082038385666,-0.0015067641864962567,-0.0017651518446294423,-0.002694784780425896,NaN,-0.0020191866349492105,0.0025985003220114766,0.0041533244233101785,9.106025556933073e-4,0.001089510136359717,NaN,NaN,-0.0011640876085156626,NaN,-6.830494356604433e-4,0.0021142085048988513,5.585608698500111e-4,-0.0020537162471656045,-2.2082112944971088e-4,-0.0013851655206821856,-0.0043101399844447386,-0.00579194490721463,-0.0011834676124723442,5.239274733918609e-4,-0.0014882243073517931,4.6406432777318374e-4,-5.064834190233736e-4,0.0010932642603160292,0.0010394144026480978,-7.737123426465597e-5
62,-0.0030320316823284066,-2.8685841789216626e-4,0.0027056785129584426,-0.00184188265858376,-4.1477188652161434e-4,-0.004579308203838561,-7.867641864962582e-4,-0.0017851518446294623,3.9521521957408545e-4,NaN,-8.191866349492316e-4,0.0026935003220114884,0.005473324423310166,0.0028406025556932946,0.0024795101363597194,NaN,NaN,-0.001574087608515684,NaN,-0.002253049435660459,7.042085048988289e-4,7.085608698500501e-4,-0.0021337162471655735,0.0025791788705502583,-3.751655206821747e-4,-0.005900139984444719,-0.0059219449072145935,-7.934676124723428e-4,0.009653927473391832,-0.0011075993073517698,-0.003955935672226851,-3.564834190233901e-4,-0.0017567357396839345,-6.20585597351897e-4,-1.7737123426464496e-4
63,-0.0032320316823283846,-0.0015668584178921696,0.002185678512958422,-0.0018808826585837712,-6.247718865216578e-4,-0.004119308203838545,-4.067641864962668e-4,-3.3515184462945546e-4,2.5215219574103998e-5,NaN,-0.0021691866349492495,0.0027885003220115,-0.0032766755766898137,0.002010602555693297,0.0033895101363597413,NaN,NaN,-0.002254087608515698,NaN,-0.002013049435660441,0.0012442085048988694,0.001018560869850027,-0.0020437162471655945,2.6917887055027956e-4,0.004464834479317836,-0.005580139984444732,-0.0059219449072145935,9.665323875276965e-4,-0.003926072526608149,0.001312400692648208,-0.003195935672226813,4.1351658097665833e-4,-0.001066735739683966,-3.2058559735187453e-4,1.0262876573535751e-4
64,-0.0026720316823283796,-5.068584178921642e-4,0.0015256785129584283,-0.0019198826585837825,-8.347718865216458e-4,-0.005129308203838556,-0.0013667641864962277,-0.0027051518446294387,1.8521521957409748e-4,NaN,-0.00154918663494924,0.0032485003220114606,-0.0028266755766898077,8.806025556932773e-4,0.0012695101363597305,NaN,NaN,-0.0018740876085157065,NaN,-0.0015630494356604352,0.0013942085048988528,7.585608698500446e-4,-7.237162471656067e-4,-0.002960821129449731,-0.001625165520682148,-0.005560139984444712,-0.0029919449072146054,0.004486532387527664,-0.006396072526608176,0.0051224006926482435,-0.0020459356722268285,-0.0012764834190233665,-2.0673573968393866e-4,0.0031894144026481386,-2.0737123426467496e-4
